,name,games,receptions,yards,yds_per_ctch,yds_per_game,yac,td,long_ctch,recs_ovr_25,100yd_gms,targets,drops,ctch_pct,fumbles,fumbles_lost,first_down_ctchs,first_down_ctchpct,season,team
993,Ken Dilger,16,32,343,10.7,21.4,188,1,44,3,0,54,5,59.3%,2,2,16,50.0%,2001,IND
994,Shaun Alexander,16,44,343,7.8,21.4,395,2,28,2,0,59,7,74.6%,0,0,16,36.4%,2001,SEA
995,Lamont Warren,16,40,336,8.4,21.0,267,1,36,2,0,60,4,66.7%,1,0,15,37.5%,2001,DET
996,Terrence Wilkins,11,34,332,9.8,30.2,126,0,28,1,0,56,3,60.7%,0,0,18,52.9%,2001,IND
997,Jerome Pathon,4,24,330,13.8,82.5,123,2,60,2,1,32,1,75.0%,0,0,11,45.8%,2001,IND
998,Alge Crumpler,16,25,330,13.2,20.6,174,3,57,4,0,41,2,61.0%,1,1,10,40.0%,2001,ATL
999,Chad Johnson,12,28,329,11.8,27.4,72,1,28,1,0,60,5,46.7%,0,0,22,78.6%,2001,CIN
1000,Drew Bennett,14,24,329,13.7,23.5,51,1,50,3,0,46,1,52.2%,0,0,18,75.0%,2001,TEN
1001,Bubba Franks,16,36,322,8.9,20.1,124,9,31,1,0,48,3,75.0%,0,0,22,61.1%,2001,GB
1002,Anthony Becht,16,36,321,8.9,20.1,129,5,24,0,0,53,2,67.9%,0,0,19,52.8%,2001,NYJ
1003,Curtis Martin,16,53,320,6.0,20.0,433,0,27,2,0,63,2,84.1%,0,0,13,24.5%,2001,NYJ
1004,Karl Williams,15,24,314,13.1,20.9,87,1,42,1,0,41,0,58.5%,0,0,15,62.5%,2001,TB
1005,Jake Reed,16,27,309,11.4,19.3,81,1,27,2,0,53,5,50.9%,0,0,15,55.6%,2001,MIN
1006,Dwayne Carswell,16,34,299,8.8,18.7,150,4,25,3,0,56,2,60.7%,0,0,18,52.9%,2001,DEN
1007,Roland Williams,16,33,298,9.0,18.6,156,3,49,1,0,53,7,62.3%,0,0,12,36.4%,2001,OAK
1008,Kevin Lockett,16,22,293,13.3,18.3,58,0,34,1,0,41,2,53.7%,1,1,16,72.7%,2001,WSH
1009,Germane Crowell,5,22,289,13.1,57.8,62,2,46,2,1,38,0,57.9%,1,0,14,63.6%,2001,DET
1010,Dave Moore,16,35,285,8.1,17.8,103,4,29,1,0,53,3,66.0%,0,0,18,51.4%,2001,TB
1011,Troy Edwards,16,19,283,14.9,17.7,80,0,57,1,0,35,2,54.3%,1,1,12,63.2%,2001,PIT
1012,Larry Foster,13,22,283,12.9,21.8,75,0,36,1,0,47,3,46.8%,0,0,16,72.7%,2001,DET
1013,Freddie Mitchell,15,21,283,13.5,18.9,56,1,29,2,0,43,0,48.8%,0,0,16,76.2%,2001,PHI
1014,JaJuan Dawson,14,22,281,12.8,20.1,130,1,44,3,0,34,2,64.7%,0,0,11,50.0%,2001,CLE
1015,Eddie George,16,37,279,7.5,17.4,172,0,25,1,0,50,2,74.0%,0,0,10,27.0%,2001,TEN
1016,Robert Wilson,15,21,277,13.2,18.5,73,0,44,2,0,38,2,55.3%,0,0,14,66.7%,2001,NO
1017,Brian Kozlowski,16,15,270,18.0,16.9,104,1,46,3,0,22,1,68.2%,0,0,11,73.3%,2001,ATL
1018,Marcus Robinson,5,23,269,11.7,53.8,99,2,34,2,1,42,2,54.8%,0,0,11,47.8%,2001,CHI
1019,Tony Richardson,14,30,265,8.8,18.9,221,0,47,1,0,40,4,75.0%,0,0,12,40.0%,2001,KC
1020,Michael Pittman,15,42,264,6.3,17.6,263,0,27,1,0,67,11,62.7%,0,0,10,23.8%,2001,ARZ
1021,Erron Kinney,13,25,263,10.5,20.2,80,1,24,0,0,42,3,59.5%,0,0,15,60.0%,2001,TEN
1022,Travis Minor,16,29,263,9.1,16.4,286,1,29,1,0,37,4,78.4%,0,0,12,41.4%,2001,MIA
1023,Greg Comella,16,39,253,6.5,15.8,238,1,26,1,0,55,5,70.9%,2,0,11,28.2%,2001,NYG
1024,Richie Anderson,16,40,252,6.3,15.8,201,2,22,0,0,57,6,70.2%,1,1,12,30.0%,2001,NYJ
1025,Mikhael Ricks,16,18,252,14.0,15.8,58,1,40,2,0,30,3,60.0%,0,0,12,66.7%,2001,KC
1026,Ron Dugans,16,28,251,9.0,15.7,50,2,31,1,0,45,3,62.2%,0,0,13,46.4%,2001,CIN
1027,Chris Thomas,10,19,247,13.0,24.7,11,1,28,1,0,38,3,50.0%,0,0,14,73.7%,2001,KC
1028,Kevan Barlow,15,22,247,11.2,16.5,250,1,61,1,0,28,1,78.6%,0,0,10,45.5%,2001,SF
1029,Bert Emanuel,8,21,246,11.7,30.8,59,0,29,2,0,45,5,46.7%,0,0,14,66.7%,2001,
1030,James Stewart,11,23,242,10.5,22.0,181,1,56,2,0,26,0,88.5%,0,0,9,39.1%,2001,DET
1031,Sean Dawkins,16,20,234,11.7,14.6,42,0,28,2,0,49,2,40.8%,1,0,11,55.0%,2001,JAX
1032,Lamar Smith,16,30,234,7.8,14.6,303,2,65,1,0,35,2,85.7%,2,2,8,26.7%,2001,MIA
1033,Mike Alstott,16,35,231,6.6,14.4,165,1,19,0,0,50,3,70.0%,2,2,9,25.7%,2001,TB
1034,Maurice Smith,16,19,230,12.1,14.4,233,1,79,2,1,27,2,70.4%,0,0,7,36.8%,2001,ATL
1035,Corey Dillon,16,34,228,6.7,14.3,233,3,17,0,0,61,4,55.7%,0,0,13,38.2%,2001,CIN
1036,Danny Farmer,12,15,228,15.2,19.0,43,1,27,2,0,23,0,65.2%,1,0,12,80.0%,2001,CIN
1037,"Houshmandzadeh, T",12,21,228,10.9,19.0,64,0,23,0,0,42,1,50.0%,0,0,14,66.7%,2001,CIN
1038,Ron Dixon,15,8,227,28.4,15.1,15,1,62,3,0,19,2,42.1%,0,0,6,75.0%,2001,NYG
1039,Michael Bennett,13,29,226,7.8,17.4,261,1,80,1,0,38,3,76.3%,0,0,9,31.0%,2001,MIN
1040,Dominic Rhodes,15,34,224,6.6,14.9,226,0,19,0,0,55,6,61.8%,1,1,13,38.2%,2001,IND
1041,Jerry Porter,15,19,220,11.6,14.7,88,0,21,0,0,37,2,51.4%,0,0,14,73.7%,2001,OAK
1042,Trevor Gaylor,7,14,217,15.5,31.0,39,0,31,3,0,34,4,41.2%,0,0,12,85.7%,2001,SD
1043,Jed Weaver,16,18,215,11.9,13.4,63,2,27,1,0,25,1,72.0%,1,1,10,55.6%,2001,MIA
1044,James Williams,6,12,212,17.7,35.3,103,1,49,3,1,17,1,70.6%,0,0,6,50.0%,2001,SEA
1045,Dennis Northcutt,11,18,211,11.7,19.2,88,0,26,2,0,35,2,51.4%,1,1,7,38.9%,2001,CLE
1046,Scotty Anderson,9,12,211,17.6,23.4,43,1,69,2,0,34,2,35.3%,0,0,7,58.3%,2001,DET
1047,Moe Williams,15,23,210,9.1,14.0,214,0,46,1,0,35,0,65.7%,0,0,13,56.5%,2001,BAL
1048,Dedric Ward,13,21,209,10.0,16.1,64,0,20,0,0,40,0,52.5%,0,0,14,66.7%,2001,MIA
1049,Todd Heap,12,16,206,12.9,17.2,71,1,24,0,0,23,0,69.6%,1,1,10,62.5%,2001,BAL
1050,Stephen Davis,16,28,205,7.3,12.8,255,0,29,1,0,37,5,75.7%,0,0,8,28.6%,2001,WSH
1051,Terry Glenn,4,14,204,14.6,51.0,27,1,23,0,1,24,1,58.3%,0,0,11,78.6%,2001,NE
1052,James Allen,16,30,203,6.8,12.7,162,1,34,1,0,42,1,71.4%,0,0,9,30.0%,2001,CHI
1053,Reggie Germany,16,12,203,16.9,12.7,50,0,39,3,0,21,3,57.1%,0,0,8,66.7%,2001,BUF
1054,Kevin Swayne,15,13,203,15.6,13.5,10,0,27,1,0,36,1,36.1%,0,0,12,92.3%,2001,NYJ
1055,Boo Williams,11,20,202,10.1,18.4,74,3,26,1,0,41,5,48.8%,0,0,12,60.0%,2001,NO
1056,Larry Parker,12,15,199,13.3,16.6,24,2,44,1,0,39,0,38.5%,0,0,10,66.7%,2001,KC
1057,Zeron Flemister,16,18,196,10.9,12.3,127,2,33,1,0,29,3,62.1%,0,0,13,72.2%,2001,WSH
1058,Tywan Mitchell,16,25,196,7.8,12.3,107,2,24,0,0,40,3,62.5%,0,0,11,44.0%,2001,ARZ
1059,William Henderson,16,21,193,9.2,12.1,141,0,26,1,0,28,1,75.0%,0,0,8,38.1%,2001,GB
1060,Edgerrin James,6,24,193,8.0,32.2,183,0,27,1,0,29,2,82.8%,1,1,9,37.5%,2001,IND
1061,Antowain Smith,16,19,192,10.1,12.0,214,1,41,3,0,28,1,67.9%,0,0,6,31.6%,2001,NE
1062,Albert Connell,11,12,191,15.9,17.4,29,2,46,3,0,28,2,42.9%,0,0,7,58.3%,2001,NO
1063,Kevin Faulk,15,30,189,6.3,12.6,251,2,28,1,0,36,2,83.3%,1,1,9,30.0%,2001,NE
1064,Christian Fauria,16,21,188,9.0,11.8,70,1,30,1,0,40,2,52.5%,1,1,11,52.4%,2001,SEA
1065,Brad Hoover,16,26,185,7.1,11.6,137,0,19,0,0,47,5,55.3%,0,0,6,23.1%,2001,CAR
1066,Terrell Fletcher,13,23,184,8.0,14.2,148,0,27,1,0,29,1,79.3%,1,1,8,34.8%,2001,SD
1067,Jim Kleinsasser,11,24,184,7.7,16.7,145,0,18,0,0,28,0,85.7%,1,1,8,33.3%,2001,MIN
1068,Elvis Joseph,14,18,183,10.2,13.1,143,2,29,2,0,24,2,75.0%,0,0,8,44.4%,2001,JAX
1069,Travis Henry,13,22,179,8.1,13.8,232,0,40,1,0,27,3,81.5%,0,0,6,27.3%,2001,BUF
1070,Anthony Thomas,14,22,178,8.1,12.7,166,0,23,0,0,30,3,73.3%,0,0,9,40.9%,2001,CHI
1071,Donald Driver,13,13,167,12.9,12.8,41,1,37,2,0,19,1,68.4%,0,0,9,69.2%,2001,GB
1072,Marc Edwards,16,25,166,6.6,10.4,161,2,17,0,0,39,3,64.1%,1,1,10,40.0%,2001,NE
1073,Deuce McAllister,16,15,166,11.1,10.4,155,1,22,0,0,20,1,75.0%,0,0,8,53.3%,2001,NO
1074,Stacey Mack,16,23,165,7.2,10.3,186,1,25,1,0,34,5,67.6%,1,0,6,26.1%,2001,JAX
1075,Trevor Insley,11,14,165,11.8,15.0,45,1,26,1,0,21,1,66.7%,0,0,10,71.4%,2001,IND
1076,Reidel Anthony,13,13,162,12.5,12.5,28,0,35,1,0,34,4,38.2%,0,0,8,61.5%,2001,TB
1077,"Bates, D",11,9,160,17.8,14.5,50,1,40,3,1,14,1,64.3%,0,0,6,66.7%,2001,CHI
1078,Dorsey Levens,15,24,159,6.6,10.6,143,1,19,0,0,35,4,68.6%,0,0,7,29.2%,2001,GB
1079,Jon Ritchie,15,19,154,8.1,10.3,92,2,17,0,0,27,1,70.4%,0,0,5,26.3%,2001,OAK
1080,Amos Zereoue,14,13,154,11.9,11.0,183,1,62,2,0,15,1,86.7%,0,0,4,30.8%,2001,PIT
1081,Trung Canidate,16,17,154,9.1,9.6,138,0,29,1,1,23,1,73.9%,1,1,7,41.2%,2001,STL
1082,Steve Smith,15,10,154,15.4,10.3,71,0,33,2,0,20,1,50.0%,0,0,8,80.0%,2001,CAR
1083,"Santiago, O",14,17,153,9.0,10.9,75,2,27,1,0,27,1,63.0%,0,0,7,41.2%,2001,CLE
1084,Thomas Jones,16,21,151,7.2,9.4,147,0,18,0,0,24,1,87.5%,0,0,6,28.6%,2001,ARZ
1085,Brandon Bennett,16,20,150,7.5,9.4,114,0,15,0,0,26,4,76.9%,0,0,8,40.0%,2001,CIN
1086,Andre King,7,11,149,13.6,21.3,79,0,48,1,0,17,0,64.7%,1,1,4,36.4%,2001,CLE
1087,Tony McGee,11,14,148,10.6,13.5,63,1,25,2,0,30,6,46.7%,0,0,7,50.0%,2001,CIN
1088,Fred Baxter,14,22,148,6.7,10.6,56,2,19,0,0,44,2,50.0%,0,0,10,45.5%,2001,CHI
1089,Dan Campbell,16,13,148,11.4,9.3,89,1,25,1,0,25,2,52.0%,0,0,9,69.2%,2001,NYG
1090,David Martin,14,13,144,11.1,10.3,75,1,31,1,0,20,2,65.0%,0,0,7,53.8%,2001,GB
1091,Harold Morrow,16,13,142,10.9,8.9,96,0,28,1,0,18,2,72.2%,1,0,7,53.8%,2001,MIN
1092,Reggie Kelly,14,16,142,8.9,10.1,42,0,25,1,0,29,0,55.2%,0,0,5,31.3%,2001,ATL
1093,Jackie Harris,13,15,141,9.4,10.8,54,2,28,1,0,25,0,60.0%,0,0,7,46.7%,2001,DAL
1094,Mack Strong,16,17,141,8.3,8.8,90,0,35,1,0,29,3,58.6%,0,0,3,17.6%,2001,SEA
1095,Damon Jones,7,8,140,17.5,20.0,83,1,40,1,0,13,2,61.5%,1,1,7,87.5%,2001,JAX
1096,Cam Cleeland,9,13,138,10.6,15.3,47,4,19,0,0,22,0,59.1%,1,1,7,53.8%,2001,NO
1097,Doug Chapman,16,16,135,8.4,8.4,158,1,38,2,0,19,0,84.2%,0,0,3,18.8%,2001,MIN
1098,Desmond Howard,14,10,133,13.3,9.5,51,1,36,1,0,14,0,71.4%,0,0,5,50.0%,2001,DET
1099,Jermaine Wiggins,16,14,133,9.5,8.3,48,4,31,2,0,21,2,66.7%,0,0,10,71.4%,2001,NE
1100,"Redmond, J",12,13,132,10.2,11.0,113,0,17,0,0,21,1,61.9%,0,0,6,46.2%,2001,NE
1101,Correll Buckhalter,15,13,130,10.0,8.7,150,0,26,1,0,21,1,61.9%,0,0,5,38.5%,2001,PHI
1102,Jeremy McDaniel,7,11,129,11.7,18.4,58,0,22,0,0,14,1,78.6%,0,0,8,72.7%,2001,BUF
1103,Bryan Johnson,16,9,129,14.3,8.1,91,0,32,2,0,11,0,81.8%,0,0,5,55.6%,2001,WSH
1104,Walter Rasby,16,10,128,12.8,8.0,58,2,27,1,0,27,2,37.0%,0,0,7,70.0%,2001,WSH
1105,Chris Cole,16,9,128,14.2,8.0,49,0,21,0,0,19,2,47.4%,1,1,6,66.7%,2001,DEN
1106,Marco Battaglia,11,14,127,9.1,11.5,49,0,17,0,0,24,0,58.3%,1,0,8,57.1%,2001,
1107,Patrick Jeffers,9,14,127,9.1,14.1,35,0,21,0,0,33,2,42.4%,0,0,7,50.0%,2001,CAR
1108,,16,16,127,7.9,7.9,188,1,54,2,0,20,0,80.0%,0,0,3,18.8%,2001,PIT
1109,Chris Hetherington,16,23,124,5.4,7.8,101,0,15,0,0,35,4,65.7%,0,0,1,4.3%,2001,CAR
1110,Cecil Martin,16,24,124,5.2,7.8,134,2,17,0,0,34,3,70.6%,0,0,6,25.0%,2001,PHI
1111,Brian Mitchell,16,6,122,20.3,7.6,105,0,56,2,0,8,0,75.0%,0,0,3,50.0%,2001,PHI
1112,Tim Biakabutuka,5,12,121,10.1,24.2,140,0,47,1,0,17,2,70.6%,2,1,3,25.0%,2001,CAR
1113,Obafemi Ayanbadejo,16,24,121,5.0,7.6,138,1,18,0,0,33,1,72.7%,0,0,7,29.2%,2001,BAL
1114,Reggie Swinton,15,7,117,16.7,7.8,30,1,45,1,0,16,0,43.8%,0,0,5,71.4%,2001,DAL
1115,Emmitt Smith,14,17,116,6.8,8.3,108,0,22,0,0,21,2,81.0%,0,0,6,35.3%,2001,DAL
1116,Rickey Dudley,4,9,115,12.8,28.8,50,0,27,1,0,16,2,56.3%,0,0,4,44.4%,2001,CLE
1117,Donnell Bennett,16,15,112,7.5,7.0,108,0,30,1,0,25,2,60.0%,0,0,4,26.7%,2001,WSH
1118,Jamal Anderson,3,3,111,37.0,37.0,91,1,94,1,0,4,0,75.0%,0,0,1,33.3%,2001,ATL
1119,Charles Johnson,14,14,111,7.9,7.9,36,1,24,0,0,25,1,56.0%,0,0,6,42.9%,2001,NE
1120,Jeff Robinson,16,11,108,9.8,6.8,39,1,26,1,0,13,0,84.6%,0,0,6,54.5%,2001,STL
1121,Ricky Watters,5,11,107,9.7,21.4,115,0,34,1,0,22,3,50.0%,0,0,4,36.4%,2001,SEA
1122,Darrin Chiaverini,16,10,107,10.7,6.7,13,2,21,0,0,32,2,31.3%,0,0,7,70.0%,2001,DAL
1123,Lorenzo Neal,16,19,101,5.3,6.3,78,1,12,0,0,27,2,70.4%,0,0,4,21.1%,2001,CIN
1124,Richard Huntley,14,21,101,4.8,7.2,147,1,23,0,0,32,1,65.6%,0,0,3,14.3%,2001,CAR
1125,Aaron Stecker,13,10,101,10.1,7.8,96,1,35,1,0,13,0,76.9%,0,0,6,60.0%,2001,TB
1126,Fred Beasley,15,16,99,6.2,6.6,67,0,15,0,0,28,4,57.1%,1,1,6,37.5%,2001,SF
1127,Michael Wiley,16,16,99,6.2,6.2,85,1,17,0,0,27,3,59.3%,0,0,4,25.0%,2001,DAL
1128,Scottie Montgomery,8,11,99,9.0,12.4,70,0,23,0,0,22,0,50.0%,0,0,5,45.5%,2001,DEN
1129,Mark Bruener,10,12,98,8.2,9.8,33,0,21,0,0,19,2,63.2%,0,0,5,41.7%,2001,PIT
1130,Itula Mili,16,8,98,12.3,6.1,32,2,41,1,0,12,0,66.7%,0,0,5,62.5%,2001,SEA
1131,Patrick Hape,15,15,96,6.4,6.4,66,3,25,1,0,19,0,78.9%,0,0,7,46.7%,2001,DEN
1132,Mike Lucky,16,13,96,7.4,6.0,38,1,16,0,0,21,3,61.9%,0,0,7,53.8%,2001,DAL
1133,Jerame Tuman,16,7,96,13.7,6.0,38,1,32,1,0,19,0,36.8%,0,0,3,42.9%,2001,PIT
1134,Na Brown,16,7,95,13.6,5.9,44,0,18,0,0,17,4,41.2%,0,0,6,85.7%,2001,PHI
1135,Joel Makovicka,16,16,95,5.9,5.9,65,1,25,1,0,28,3,57.1%,1,1,4,25.0%,2001,ARZ
1136,Ed McCaffrey,1,6,94,15.7,94.0,13,1,28,1,0,7,0,85.7%,0,0,3,50.0%,2001,DEN
1137,Terry Jackson,16,12,91,7.6,5.7,69,2,14,0,0,14,0,85.7%,0,0,5,41.7%,2001,SF
1138,Avion Black,14,8,90,11.3,6.4,6,0,25,1,0,14,0,57.1%,0,0,5,62.5%,2001,BUF
1139,Kris Mangum,16,15,89,5.9,5.6,23,2,11,0,0,27,2,55.6%,0,0,8,53.3%,2001,CAR
1140,Jameel Cook,16,17,89,5.2,5.6,81,0,16,0,0,23,1,73.9%,0,0,2,11.8%,2001,TB
1141,Justin McCareins,4,3,88,29.3,22.0,19,0,36,2,0,3,0,100.0%,0,0,3,100.0%,2001,TEN
1142,Aaron Shea,12,14,86,6.1,7.2,65,0,12,0,0,20,1,70.0%,0,0,4,28.6%,2001,CLE
1143,Jeremy Brigham,14,12,85,7.1,6.1,29,1,17,0,0,17,0,70.6%,0,0,7,58.3%,2001,OAK
1144,Stephen Alexander,7,9,85,9.4,12.1,25,0,21,0,0,23,3,39.1%,0,0,3,33.3%,2001,WSH
1145,Kevin Kasper,10,8,84,10.5,8.4,25,0,21,0,0,12,1,66.7%,0,0,5,62.5%,2001,DEN
1146,Tony Carter,16,11,83,7.6,5.2,47,0,17,0,0,16,3,68.8%,1,1,5,45.5%,2001,DEN
1147,Ki Carter,14,13,83,6.4,5.9,82,0,15,0,0,21,5,61.9%,0,0,3,23.1%,2001,WSH
1148,Sam Gash,16,9,80,8.9,5.0,59,1,16,0,0,14,1,64.3%,0,0,3,33.3%,2001,BAL
1149,Steve Bush,9,8,80,10.0,8.9,32,0,16,0,0,12,0,66.7%,0,0,7,87.5%,2001,ARZ
1150,Terry Hardy,8,11,79,7.2,9.9,44,2,13,0,0,22,5,50.0%,1,0,6,54.5%,2001,ARZ
1151,Dameane Douglas,16,5,77,15.4,4.8,23,2,27,1,0,8,1,62.5%,0,0,4,80.0%,2001,PHI
1152,Herman Moore,3,4,76,19.0,25.3,26,0,25,1,0,8,0,50.0%,0,0,3,75.0%,2001,DET
1153,Daimon Shelton,16,12,76,6.3,4.8,68,1,16,0,0,18,2,66.7%,2,1,3,25.0%,2001,CHI
1154,Chris Sanders,4,5,74,14.8,18.5,6,0,22,0,0,18,0,27.8%,0,0,3,60.0%,2001,TEN
1155,Jeff Ogden,16,6,73,12.2,4.6,0,1,18,0,0,8,0,75.0%,0,0,5,83.3%,2001,MIA
1156,Mike Sellers,9,7,73,10.4,8.1,42,2,28,1,0,13,2,53.8%,0,0,6,85.7%,2001,CLE
1157,Fred McCrary,16,13,71,5.5,4.4,48,0,12,0,0,23,4,56.5%,0,0,2,15.4%,2001,SD
1158,Frank Murphy,11,8,71,8.9,6.5,12,1,20,0,0,17,0,47.1%,0,0,4,50.0%,2001,TB
1159,Terrell Davis,8,12,69,5.8,8.6,52,0,16,0,0,21,4,57.1%,0,0,2,16.7%,2001,DEN
1160,Milton Wynn,1,4,69,17.3,69.0,44,0,36,1,0,6,0,66.7%,0,0,3,75.0%,2001,TB
1161,Terry Allen,11,17,68,4.0,6.2,99,0,11,0,0,20,2,85.0%,0,0,1,5.9%,2001,BAL
1162,John Davis,16,11,68,6.2,4.3,27,0,14,0,0,17,2,64.7%,0,0,4,36.4%,2001,CHI
1163,Chris Walsh,16,9,67,7.4,4.2,11,0,19,0,0,14,1,64.3%,0,0,4,44.4%,2001,MIN
1164,Ron Dayne,16,8,67,8.4,4.2,62,0,21,0,0,11,1,72.7%,0,0,1,12.5%,2001,NYG
1165,Justin Swift,16,11,66,6.0,4.1,37,1,13,0,0,11,0,100.0%,0,0,3,27.3%,2001,SF
1166,Patrick Pass,16,6,66,11.0,4.1,57,1,23,0,0,10,0,60.0%,0,0,3,50.0%,2001,NE
1167,Jammi German,6,7,65,9.3,10.8,17,0,18,0,0,9,0,77.8%,0,0,4,57.1%,2001,CLE
1168,Mike Green,16,12,64,5.3,4.0,39,1,10,0,0,13,0,92.3%,0,0,2,16.7%,2001,TEN
1169,Randy Jordan,16,9,63,7.0,3.9,45,0,19,0,0,15,0,60.0%,0,0,1,11.1%,2001,OAK
1170,Terry Kirby,11,9,62,6.9,5.6,57,0,9,0,0,9,0,100.0%,0,0,1,11.1%,2001,OAK
1171,Troy Hambrick,16,4,62,15.5,3.9,56,0,27,1,0,12,1,33.3%,0,0,3,75.0%,2001,DAL
1172,Tyrone Wheatley,11,12,61,5.1,5.5,65,1,11,0,0,16,2,75.0%,1,0,4,33.3%,2001,OAK
1173,Stephen Trejo,14,5,61,12.2,4.4,31,0,20,0,0,10,2,50.0%,0,0,4,80.0%,2001,DET
1174,Shawn Bryson,15,9,59,6.6,3.9,78,0,23,0,0,11,0,81.8%,0,0,3,33.3%,2001,BUF
1175,Patrick Johnson,4,5,57,11.4,14.3,-1,1,25,1,0,12,3,41.7%,0,0,4,80.0%,2001,BAL
1176,James Jackson,11,7,56,8.0,5.1,48,0,16,0,0,10,2,70.0%,0,0,1,14.3%,2001,CLE
1177,Steve Heiden,16,8,55,6.9,3.4,21,1,16,0,0,13,1,61.5%,0,0,4,50.0%,2001,SD
1178,Jason Dunn,15,4,54,13.5,3.6,34,1,28,1,0,13,4,30.8%,0,0,3,75.0%,2001,KC
1179,Quentin McCord,7,3,53,17.7,7.6,49,0,26,1,0,4,0,75.0%,0,0,2,66.7%,2001,ATL
1180,Rob Konrad,12,5,52,10.4,4.3,45,1,17,0,0,13,3,38.5%,0,0,3,60.0%,2001,MIA
1181,Derrius Thompson,16,3,52,17.3,3.3,1,1,31,1,0,6,0,50.0%,0,0,2,66.7%,2001,WSH
1182,Tony Stewart,3,5,52,10.4,17.3,9,1,15,0,0,8,1,62.5%,0,0,5,100.0%,2001,PHI
1183,Fred Coleman,8,2,50,25.0,6.3,36,0,46,1,0,4,0,50.0%,0,0,1,50.0%,2001,NE
1184,Alex Bannister,16,4,50,12.5,3.1,19,0,17,0,0,7,1,57.1%,0,0,3,75.0%,2001,SEA
1185,Jerome Bettis,11,8,48,6.0,4.4,84,0,16,0,0,10,2,80.0%,0,0,2,25.0%,2001,PIT
1186,Todd Yoder,16,4,48,12.0,3.0,16,0,24,0,0,7,0,57.1%,0,0,1,25.0%,2001,TB
1187,Mike Anderson,16,8,46,5.8,2.9,65,0,16,0,0,12,2,66.7%,0,0,4,50.0%,2001,DEN
1188,KaRon Coleman,4,6,45,7.5,11.3,22,0,9,0,0,11,4,54.5%,0,0,2,33.3%,2001,DEN
1189,Jason Brookins,12,6,45,7.5,3.8,63,0,15,0,0,9,2,66.7%,0,0,2,33.3%,2001,BAL
1190,Matthew Hatchette,11,2,44,22.0,4.0,12,0,29,1,0,15,1,13.3%,0,0,2,100.0%,2001,NYJ
1191,LaMont Jordan,16,7,44,6.3,2.8,61,1,25,1,0,10,1,70.0%,0,0,2,28.6%,2001,NYJ
1192,Arnold Jackson,16,9,44,4.9,2.8,26,0,16,0,0,15,1,60.0%,0,0,3,33.3%,2001,ARZ
1193,Wane McGarity,12,7,43,6.1,3.6,15,1,11,0,0,12,1,58.3%,0,0,3,42.9%,2001,
1194,Brian Natkin,3,2,42,21.0,14.0,6,0,27,1,0,3,0,66.7%,0,0,2,100.0%,2001,TEN
1195,Santana Moss,5,2,40,20.0,8.0,6,0,33,1,0,17,1,11.8%,0,0,2,100.0%,2001,NYJ
1196,Nick Goings,13,8,39,4.9,3.0,27,0,11,0,0,9,0,88.9%,0,0,1,12.5%,2001,CAR
1197,Keith Poole,6,5,38,7.6,6.3,10,0,10,0,0,10,0,50.0%,0,0,2,40.0%,2001,DEN
1198,Sammy Morris,16,7,36,5.1,2.3,35,0,11,0,0,9,0,77.8%,0,0,3,42.9%,2001,BUF
1199,Johnny Huggins,10,8,36,4.5,3.6,23,0,10,0,0,12,0,66.7%,0,0,1,12.5%,2001,DAL
1200,Patrick Washington,16,5,36,7.2,2.3,24,0,12,0,0,9,2,55.6%,0,0,1,20.0%,2001,JAX
1201,Rod Rutledge,15,5,35,7.0,2.3,12,0,9,0,0,8,0,62.5%,0,0,0,0.0%,2001,NE
1202,Thabiti Davis,16,3,34,11.3,2.1,5,0,20,0,0,8,1,37.5%,0,0,2,66.7%,2001,NYG
1203,Jeff Thomason,14,5,33,6.6,2.4,20,0,11,0,0,9,1,55.6%,0,0,1,20.0%,2001,PHI
1204,Jon Witman,15,6,32,5.3,2.1,24,0,12,0,0,8,0,75.0%,0,0,0,0.0%,2001,PIT
1205,Jermaine Lewis,15,4,32,8.0,2.1,18,0,12,0,0,5,1,80.0%,0,0,3,75.0%,2001,BAL
1206,Charles Lee,7,3,32,10.7,4.6,12,1,23,0,0,4,1,75.0%,0,0,2,66.7%,2001,GB
1207,Aveion Cason,6,4,32,8.0,5.3,23,0,9,0,0,4,0,100.0%,0,0,0,0.0%,2001,
1208,Rondell Mealey,11,2,31,15.5,2.8,34,0,19,0,0,2,0,100.0%,0,0,2,100.0%,2001,GB
1209,Shad Meier,11,3,31,10.3,2.8,7,0,18,0,0,5,0,60.0%,0,0,1,33.3%,2001,TEN
1210,Terrelle Smith,14,4,30,7.5,2.1,22,2,12,0,0,8,1,50.0%,0,0,3,75.0%,2001,NO
1211,Torrance Small,3,4,29,7.3,9.7,7,0,11,0,0,7,0,57.1%,0,0,3,75.0%,2001,NE
1212,Reggie Jones,9,5,29,5.8,3.2,14,0,11,0,0,9,0,55.6%,0,0,0,0.0%,2001,SD
1213,Pete Mitchell,5,5,29,5.8,5.8,10,0,12,0,0,5,0,100.0%,0,0,1,20.0%,2001,DET
1214,Olandis Gary,9,4,29,7.3,3.2,29,0,11,0,0,5,0,80.0%,0,0,1,25.0%,2001,DEN
1215,Ken Rambo,13,3,28,9.3,2.2,2,0,14,0,0,6,0,50.0%,0,0,2,66.7%,2001,DAL
1216,Eddie Berlin,11,2,28,14.0,2.5,2,0,19,0,0,6,0,33.3%,0,0,0,0.0%,2001,TEN
